0,9,1.55121,-0.324687,-3.12729,-374.732,9,9,9
1,9,1.09437,-2.63074,-3.05857,-288.306,9,12,12
2,10,-2.81089,-0.510884,1.2538,-94.6942,10,13,13
3,10,-2.04878,3.75169,7.16779,-81.5477,10,14,14
4,9,1.39404,0.618,9.04446,-0.770558,9,9,9
5,9,0.643377,-2.62572,8.47623,-0.91227,9,12,12
6,9,-3.27304,0.0825655,13.6777,-14.2916,9,13,13
7,8,-2.08134,3.12373,19.0586,-41.7494,8,14,14
8,8,1.88891,1.08972,15.7265,-14.5406,8,9,9
9,8,2.33367,-2.61054,15.4802,-128.977,8,9,9
10,8,-3.67183,-1.8429,21.2743,-1.20846,8,13,13
11,8,-2.93965,3.29042,26.8469,-1.28747,8,14,14
12,9,3.14102,-0.5101,28.6084,-28.0609,9,9,9
13,9,2.61964,-2.61778,33.615,-1.00567,9,12,12
14,10,-3.06333,-0.48456,32.3377,-0.954937,10,13,13
15,9,-2.04734,3.84419,38.0793,-1.02406,9,14,14
16,10,1.6087,1.62392,33.6688,-0.868255,10,9,9
17,10,0.984905,-2.66978,33.7101,-1.00242,10,12,12
18,12,-2.11684,0.552817,37.6844,-0.766285,12,13,13
19,12,-2.14269,3.45479,43.6143,-47.7783,12,13,14
20,10,3.1028,-0.432341,40.8966,-7.54679,10,9,9
21,10,0.787579,-3.79259,41.0675,-0.900756,10,12,12
22,9,-3.77113,-1.96246,44.8125,-0.968839,9,13,13
23,9,-2.24065,3.94662,44.8421,-1.07615,9,14,14
24,10,1.82397,0.555694,46.9229,-14.0592,10,9,9
25,10,3.89875,-2.68511,50.4276,-0.984148,10,9,9
26,11,-2.11774,-0.306493,50.7197,-0.867562,11,13,13
27,11,-2.7235,3.21951,56.7724,-1.07903,11,14,14
28,11,2.28337,0.79531,52.492,-0.90264,11,9,9
29,11,1.51017,-2.4844,53.1263,-1.14683,11,12,12
30,10,-3.08162,0.756184,57.2088,-0.902349,10,13,13
31,8,-2.16777,3.47406,64.0659,-1.12559,8,14,14
32,7,2.22403,0.316248,65.2188,-0.777322,7,9,9
33,7,1.86476,-2.23031,63.9996,-1.10772,7,9,9
34,6,-3.03644,0.371594,63.4962,-0.849529,6,13,13
35,6,-2.05819,3.84819,70.1038,-0.926756,6,14,14
36,6,2.07213,-0.501664,72.7558,-27.5261,6,9,9
37,6,1.91376,-2.37016,77.3599,-1.10582,6,12,12
38,8,-3.55872,-2.56901,84.1089,-0.98646,8,13,13
39,8,-2.16639,3.596,88.5557,-1.02887,8,14,14
40,9,1.72437,0.717417,91.4741,-14.0123,9,9,9
41,10,1.89041,-2.16375,90.2281,-1.12217,10,12,12
42,10,-1.89639,-0.620987,89.3317,-0.858385,10,13,13
43,8,-2.37687,3.17787,95.119,-1.1202,8,14,14
44,7,2.7532,-0.328959,97.9086,-47.4866,7,9,9
45,8,2.43265,-2.74219,103.95,-1.01929,8,12,12
46,6,-3.32884,-1.19692,108.546,-1.07394,6,13,13
47,5,-2.12257,3.85577,113.448,14.068636053254753,5,13,13
