0,0.000661076503677,0.002364131410052,0,0,0,0.022183267372418,0.999753921046916,0,0,0,0,0,0
0,0.000661076503677,0.002364131410052,0,0,0,0.022183267372418,0.999753921046916,0,0,0,0,0,0
0,-0.000663318024906,0.00091855440462,0,0,0,0.021602353814527,0.999766641926841,0,0,0,0,0,0
0,-0.002314967378822,-0.00089860399756,0,0,0,0.020914643689597,0.99978126491715,0,0,0,0,0,0
0,-0.004326444764268,-0.003123798123231,0,0,0,0.020102679301485,0.999797920724434,0,0,0,0,0,0
0,-0.006712858233671,-0.005787079253633,0,0,0,0.019330166336788,0.999813154879146,0,0,0,0,0,0
0,-0.009530065549348,-0.008938709703408,0,0,0,0.018391936207251,0.999830854036096,0,0,0,0,0,0
0,-0.012800138423797,-0.012633043020327,0,0,0,0.017347588778142,0.999849519259566,0,0,0,0,0,0
0,-0.016391419429955,-0.01690611838899,0,0,0,0.016103672048271,0.999870327465798,0,0,0,0,0,0
0,-0.020155193178822,-0.021522220080773,0,0,0,0.014603665159927,0.999893360795988,0,0,0,0,0,0
0,-0.024128451525763,-0.026131744228435,0,0,0,0.013071881755925,0.999914559303623,0,0,0,0,0,0
0,-0.027989298434676,-0.030848183805527,0,0,0,0.010760206076878,0.99994210730681,0,0,0,0,0,0
0,-0.031786830228072,-0.035622487225919,0,0,0,0.008133477059593,0.999966922728408,0,0,0,0,0,0
0,-0.035595183168398,-0.040399540639948,0,0,0,0.005170311994458,0.999986633847613,0,0,0,0,0,0
0,-0.039389730591094,-0.045194720688707,0,0,0,0.001997230387538,0.999998005533401,0,0,0,0,0,0
0,-0.04319580047453,-0.050010193084511,0,0,0,-0.001474287173108,0.999998913238075,0,0,0,0,0,0
0,-0.047017483826422,-0.054839297337463,0,0,0,-0.00527076524358,0.999986109420399,0,0,0,0,0,0
0,-0.05083805422143,-0.059734746317406,0,0,0,-0.009365166244725,0.999956145869012,0,0,0,0,0,0
0,-0.054675768552656,-0.06466543431197,0,0,0,-0.013796812186606,0.999904819457076,0,0,0,0,0,0
0,-0.058535248876844,-0.069591578899873,0,0,0,-0.018474594936652,0.999829330106857,0,0,0,0,0,0
0,-0.062386143397395,-0.074542582916729,0,0,0,-0.023400650371991,0.999726167288907,0,0,0,0,0,0
0,-0.066243083605133,-0.079576473479095,0,0,0,-0.028693073884685,0.999588268994314,0,0,0,0,0,0
0,-0.070027168406521,-0.084694215523952,0,0,0,-0.034283362766329,0.999412152736514,0,0,0,0,0,0
