time,x,y,z,w0,w1,w2,w3,vx,vy,vz,roll,pitch,yaw
0,6.1016456813e-05,5.32950598857e-05,0,-2.2111429407e-06,0.00158457070997,0.000385097666897,0.999998670414,2.52694755623e-06,4.85101458352e-06,0.0,0,0,3.54787523081e-05
0,6.10368162508e-05,5.33081052068e-05,0,-2.21132995912e-06,0.0015845707111,0.000385217268002,0.999998670368,2.52696557569e-06,4.85102799145e-06,0.0,0,0,3.54789309846e-05
0,6.10577937915e-05,5.33215458673e-05,0,-2.21152264758e-06,0.00158457071226,0.000385340495224,0.999998670321,2.52698414104e-06,4.85104180363e-06,0.0,0,0,3.54791150657e-05
0,6.10781554621e-05,5.333459124e-05,0,-2.21170967148e-06,0.00158457071338,0.000385460099904,0.999998670275,2.52700216131e-06,4.85105521102e-06,0.0,0,0,3.54792937445e-05
0,6.10985182323e-05,5.33476366382e-05,0,-2.21189669809e-06,0.00158457071451,0.000385579706345,0.999998670229,2.52702018274e-06,4.85106862097e-06,0.0,0,0,3.54794724412e-05
0,6.11194992065e-05,5.3361077378e-05,0,-2.21208939501e-06,0.00158457071566,0.000385702939067,0.999998670181,2.52703875111e-06,4.85108243934e-06,0.0,0,0,3.54796565677e-05
0,6.11398642097e-05,5.33741228278e-05,0,-2.21227642713e-06,0.00158457071679,0.000385822549084,0.999998670135,2.52705677207e-06,4.85109584573e-06,0.0,0,0,3.54798352479e-05
0,6.11602303128e-05,5.3387168303e-05,0,-2.21246346194e-06,0.00158457071791,0.000385942160863,0.999998670089,2.52707479515e-06,4.85110925878e-06,0.0,0,0,3.54800139699e-05
0,6.11812147208e-05,5.34006091223e-05,0,-2.21265616732e-06,0.00158457071907,0.000386065399084,0.999998670041,2.52709336277e-06,4.8511230708e-06,0.0,0,0,3.54801980657e-05
0,6.12015830569e-05,5.34136546492e-05,0,-2.21284320764e-06,0.0015845707202,0.00038618501444,0.999998669995,2.52711138666e-06,4.85113648334e-06,0.0,0,0,3.54803767903e-05
0,6.12219524928e-05,5.34267002014e-05,0,-2.21303025065e-06,0.00158457072132,0.000386304631557,0.999998669949,2.52712941022e-06,4.85114989379e-06,0.0,0,0,3.54805555047e-05
0,6.12429403349e-05,5.34401411001e-05,0,-2.21322296448e-06,0.00158457072248,0.000386427875277,0.999998669901,2.5271479807e-06,4.85116371143e-06,0.0,0,0,3.54807396424e-05
0,6.12633120041e-05,5.3453186704e-05,0,-2.21341001301e-06,0.00158457072361,0.000386547495971,0.999998669855,2.52716600522e-06,4.85117712291e-06,0.0,0,0,3.54809183676e-05
0,6.12836847733e-05,5.34662323334e-05,0,-2.21359706424e-06,0.00158457072473,0.000386667118426,0.999998669809,2.52718402974e-06,4.85119053333e-06,0.0,0,0,3.54810970888e-05
0,6.13046760497e-05,5.34796733114e-05,0,-2.21378978651e-06,0.00158457072589,0.000386790367647,0.999998669761,2.52720260145e-06,4.85120435165e-06,0.0,0,0,3.54812812381e-05
0,6.13250510523e-05,5.34927189923e-05,0,-2.21397684323e-06,0.00158457072702,0.000386909993679,0.999998669715,2.5272206268e-06,4.8512177628e-06,0.0,0,0,3.54814599685e-05
0,6.1345427155e-05,5.35057646988e-05,0,-2.21416390266e-06,0.00158457072814,0.000387029621473,0.999998669669,2.52723865438e-06,4.85123117953e-06,0.0,0,0,3.54816387357e-05
0,6.1366421866e-05,5.35192057563e-05,0,-2.21435663342e-06,0.0015845707293,0.000387152876194,0.999998669621,2.52725722627e-06,4.85124499547e-06,0.0,0,0,3.54818228776e-05
0,6.13868002022e-05,5.35322515143e-05,0,-2.21454369835e-06,0.00158457073043,0.000387272507565,0.999998669574,2.52727525365e-06,4.85125840865e-06,0.0,0,0,3.54820016286e-05
0,6.14071796386e-05,5.35452972978e-05,0,-2.21473076599e-06,0.00158457073155,0.000387392140698,0.999998669528,2.52729328146e-06,4.85127182321e-06,0.0,0,0,3.54821803896e-05
0,6.14281777844e-05,5.35587384347e-05,0,-2.21492350518e-06,0.00158457073271,0.00038751540092,0.99999866948,2.52731185617e-06,4.85128564367e-06,0.0,0,0,3.54823645676e-05
0,6.14485594546e-05,5.35717842699e-05,0,-2.21511057832e-06,0.00158457073383,0.000387635037631,0.999998669434,2.5273298845e-06,4.85129905788e-06,0.0,0,0,3.5482543331e-05
0,6.1468942225e-05,5.35848301305e-05,0,-2.21529765419e-06,0.00158457073496,0.000387754676103,0.999998669388,2.52734791388e-06,4.85131247318e-06,0.0,0,0,3.54827221047e-05
0,6.14899438058e-05,5.35982713468e-05,0,-2.21549040182e-06,0.00158457073612,0.000387877941827,0.99999866934,2.52736648965e-06,4.85132629375e-06,0.0,0,0,3.54829062907e-05
0,6.15103288101e-05,5.3611317259e-05,0,-2.21567748319e-06,0.00158457073724,0.000387997583877,0.999998669293,2.52738451991e-06,4.85133971088e-06,0.0,0,0,3.54830850792e-05
0,6.15307149148e-05,5.36243631967e-05,0,-2.21586456725e-06,0.00158457073837,0.000388117227689,0.999998669247,2.52740254978e-06,4.85135312477e-06,0.0,0,0,3.54832638513e-05
0,6.1551719931e-05,5.36378044925e-05,0,-2.21605732336e-06,0.00158457073953,0.000388240498915,0.999998669199,2.52742112786e-06,4.85136694936e-06,0.0,0,0,3.54834480694e-05
0,6.15721082697e-05,5.36508504819e-05,0,-2.21624441293e-06,0.00158457074065,0.000388360146305,0.999998669153,2.52743915901e-06,4.85138036514e-06,0.0,0,0,3.54836268577e-05
0,6.15924977088e-05,5.36638964967e-05,0,-2.21643150519e-06,0.00158457074178,0.000388479795457,0.999998669106,2.52745718982e-06,4.85139377901e-06,0.0,0,0,3.54838056368e-05
0,6.16135061607e-05,5.36773378719e-05,0,-2.21662426977e-06,0.00158457074294,0.000388603072185,0.999998669058,2.5274757686e-06,4.85140760261e-06,0.0,0,0,3.54839898564e-05
0,6.1633897834e-05,5.36903839383e-05,0,-2.21681136753e-06,0.00158457074406,0.000388722724916,0.999998669012,2.52749380141e-06,4.85142102065e-06,0.0,0,0,3.54841686654e-05
0,6.16542906079e-05,5.37034300302e-05,0,-2.21699846802e-06,0.00158457074519,0.000388842379409,0.999998668965,2.52751183449e-06,4.85143443832e-06,0.0,0,0,3.54843474752e-05
0,-0.000493576396368,5.30123089031e-05,0,-2.08532980457e-06,0.00158514997402,0.00038672963226,0.999998668867,-0.0313791399759,4.0608445926e-06,0.0,0,0,-0.000123239028021
