-3.499999999999996447e-01,-3.999999999999985789e-01
-2.999999999999989342e-01,-3.999999999999985789e-01
-2.500000000000000000e-01,-3.999999999999985789e-01
-2.500000000000000000e-01,-3.499999999999996447e-01
-1.999999999999992895e-01,-3.499999999999996447e-01
-1.499999999999985789e-01,-3.499999999999996447e-01
-1.499999999999985789e-01,-2.999999999999989342e-01
-1.499999999999985789e-01,-2.500000000000000000e-01
-1.499999999999985789e-01,-1.999999999999992895e-01
-9.999999999999964473e-02,-1.999999999999992895e-01
